Index_Name,Date,Value_Without_Dividends__USD_,Value_With_Dividends__USD_
Russell 1000®,07/16/2025,6588.903206,21636.633235
Russell 1000®,07/15/2025,6565.551215,21559.911043
Russell 1000®,07/14/2025,6597.066873,21661.476505
Russell 1000®,07/11/2025,6583.251495,21616.082359
Russell 1000®,07/10/2025,6608.596664,21699.212959
Russell 1000®,07/09/2025,6592.369567,21643.103188
Russell 1000®,07/08/2025,6551.918535,21510.021381
Russell 1000®,07/07/2025,6556.758437,21525.800247
Russell 1000®,07/04/2025,6608.098355,21693.910047
Russell 1000®,07/03/2025,6608.098355,21693.910047
Russell 1000®,07/02/2025,6552.982390,21509.839275
Russell 1000®,07/01/2025,6520.182999,21401.612899
Russell 1000®,06/30/2025,6527.454367,21424.923505
Russell 1000®,06/27/2025,6493.268660,21310.321155
Russell 1000®,06/26/2025,6460.568673,21201.536507
Russell 1000®,06/25/2025,6406.511924,21023.903281
Russell 1000®,06/24/2025,6411.256061,21039.471856
Russell 1000®,06/23/2025,6338.819294,20801.239908
Russell 1000®,06/20/2025,6279.578097,20606.563616
Russell 1000®,06/19/2025,6293.306204,20650.489307
Russell 1000®,06/18/2025,6293.306204,20650.489307
Russell 1000®,06/17/2025,6293.044948,20648.926549
Russell 1000®,06/16/2025,6345.574568,20820.683030
Russell 1000®,06/13/2025,6285.360311,20619.622495
Russell 1000®,06/12/2025,6359.252256,20858.319623
Russell 1000®,06/11/2025,6338.097831,20788.681505
Russell 1000®,06/10/2025,6354.921187,20843.591847
Russell 1000®,06/09/2025,6322.690161,20737.210011
Russell 1000®,06/06/2025,6318.516919,20721.840337
Russell 1000®,06/05/2025,6254.744979,20510.425205
Russell 1000®,06/04/2025,6284.459522,20606.258287
Russell 1000®,06/03/2025,6282.905834,20600.329608
Russell 1000®,06/02/2025,6244.058704,20472.654038
Russell 1000®,05/30/2025,6220.296921,20392.235633
Russell 1000®,05/29/2025,6219.801577,20388.662405
Russell 1000®,05/28/2025,6197.027403,20313.661689
Russell 1000®,05/27/2025,6232.552642,20429.897269
Russell 1000®,05/26/2025,6107.425321,20018.176817
Russell 1000®,05/23/2025,6107.425321,20018.176817
Russell 1000®,05/22/2025,6147.494144,20148.217859
Russell 1000®,05/21/2025,6148.513211,20151.118559
Russell 1000®,05/20/2025,6254.009130,20496.209992
Russell 1000®,05/19/2025,6278.072269,20574.641447
Russell 1000®,05/16/2025,6273.634619,20557.197913
Russell 1000®,05/15/2025,6228.294815,20406.033810
Russell 1000®,05/14/2025,6205.832007,20327.603513
Russell 1000®,05/13/2025,6200.438393,20309.026706
