Index_Name,Date,Value_Without_Dividends__USD_,Value_With_Dividends__USD_
Russell 3000®,12/31/2024,6166.609761,19391.680585
Russell 3000®,12/30/2024,6191.047967,19465.912637
Russell 3000®,12/27/2024,6256.491829,19671.477286
Russell 3000®,12/26/2024,6328.204151,19895.341193
Russell 3000®,12/25/2024,6327.210356,19890.750631
Russell 3000®,12/24/2024,6327.210356,19890.750631
Russell 3000®,12/23/2024,6259.325424,19677.324368
Russell 3000®,12/20/2024,6221.675184,19557.907117
Russell 3000®,12/19/2024,6154.095605,19344.562236
Russell 3000®,12/18/2024,6161.011973,19366.216173
Russell 3000®,12/17/2024,6361.736862,19996.766348
Russell 3000®,12/16/2024,6393.031624,20094.588295
Russell 3000®,12/13/2024,6367.531243,20011.923516
Russell 3000®,12/12/2024,6371.569902,20021.931120
Russell 3000®,12/11/2024,6409.146372,20139.959525
Russell 3000®,12/10/2024,6356.512333,19974.240149
Russell 3000®,12/09/2024,6380.665452,20049.636481
Russell 3000®,12/06/2024,6425.550257,20188.088130
Russell 3000®,12/05/2024,6406.211479,20125.105182
Russell 3000®,12/04/2024,6425.458945,20184.440419
Russell 3000®,12/03/2024,6382.240511,20048.300153
Russell 3000®,12/02/2024,6381.392096,20045.234907
Russell 3000®,11/29/2024,6368.727347,20003.080044
Russell 3000®,11/28/2024,6336.941320,19901.126569
Russell 3000®,11/27/2024,6336.941320,19901.126569
Russell 3000®,11/26/2024,6358.886430,19968.901114
Russell 3000®,11/25/2024,6332.697072,19885.418958
Russell 3000®,11/22/2024,6304.753574,19797.469483
Russell 3000®,11/21/2024,6271.043570,19690.755994
Russell 3000®,11/20/2024,6228.684687,19555.086774
Russell 3000®,11/19/2024,6225.365745,19544.095119
Russell 3000®,11/18/2024,6197.201256,19455.390927
Russell 3000®,11/15/2024,6172.469273,19374.878789
Russell 3000®,11/14/2024,6254.931984,19630.876317
Russell 3000®,11/13/2024,6297.870824,19763.385109
Russell 3000®,11/12/2024,6301.496312,19773.927619
Russell 3000®,11/11/2024,6326.324693,19850.625409
Russell 3000®,11/08/2024,6306.608526,19788.760380
Russell 3000®,11/07/2024,6280.269608,19702.236072
Russell 3000®,11/06/2024,6237.395167,19567.256101
Russell 3000®,11/05/2024,6067.173832,19033.163238
Russell 3000®,11/04/2024,5989.426391,18789.000852
Russell 3000®,11/01/2024,6003.031148,18830.701300
Russell 3000®,10/31/2024,5979.271046,18755.393609
Russell 3000®,10/30/2024,6088.625995,19096.983668
Russell 3000®,10/29/2024,6106.315008,19152.353402
Russell 3000®,10/28/2024,6097.320264,19124.133014
Russell 3000®,10/25/2024,6073.512481,19049.206229
Russell 3000®,10/24/2024,6079.043294,19066.347806
Russell 3000®,10/23/2024,6064.558908,19020.907333
Russell 3000®,10/22/2024,6119.037064,19191.462604
Russell 3000®,10/21/2024,6125.056334,19210.262066
Russell 3000®,10/18/2024,6144.503369,19270.595171
Russell 3000®,10/17/2024,6121.849782,19198.479050
Russell 3000®,10/16/2024,6123.547760,19203.604501
Russell 3000®,10/15/2024,6090.534952,19099.828432
Russell 3000®,10/14/2024,6131.873617,19227.984116
Russell 3000®,10/11/2024,6086.408804,19085.418117
Russell 3000®,10/10/2024,6040.620777,18941.568129
Russell 3000®,10/09/2024,6053.222218,18978.513878
Russell 3000®,10/08/2024,6011.559640,18847.348981
Russell 3000®,10/07/2024,5960.018172,18685.637524
Russell 3000®,10/04/2024,6017.054521,18864.229736
Russell 3000®,10/03/2024,5959.374171,18681.308298
Russell 3000®,10/02/2024,5971.936435,18720.612475
Russell 3000®,10/01/2024,5971.319612,18717.639596
Russell 3000®,09/30/2024,6027.835959,18894.144424
Russell 3000®,09/27/2024,6005.283549,18821.015167
Russell 3000®,09/26/2024,6009.284909,18832.875664
Russell 3000®,09/25/2024,5983.762606,18751.865897
Russell 3000®,09/24/2024,6001.068263,18806.007678
Russell 3000®,09/23/2024,5986.722136,18760.943028
Russell 3000®,09/20/2024,5971.295495,18712.477760
Russell 3000®,09/19/2024,5986.520651,18759.961258
Russell 3000®,09/18/2024,5884.480390,18439.216897
Russell 3000®,09/17/2024,5898.730525,18483.547037
Russell 3000®,09/16/2024,5893.464533,18466.682041
Russell 3000®,09/13/2024,5882.812739,18429.709438
Russell 3000®,09/12/2024,5841.969430,18298.545432
Russell 3000®,09/11/2024,5796.412403,18155.587839
Russell 3000®,09/10/2024,5738.094029,17972.656136
Russell 3000®,09/09/2024,5715.575934,17901.643032
Russell 3000®,09/06/2024,5654.110104,17707.463837
Russell 3000®,09/05/2024,5753.440963,18016.442992
Russell 3000®,09/04/2024,5772.504389,18075.433760
Russell 3000®,09/03/2024,5782.951397,18107.451147
Russell 3000®,09/02/2024,5912.483751,18511.223907
Russell 3000®,08/30/2024,5912.483751,18511.223907
Russell 3000®,08/29/2024,5855.209748,18329.258038
Russell 3000®,08/28/2024,5850.174112,18312.649878
Russell 3000®,08/27/2024,5886.529865,18426.334254
Russell 3000®,08/26/2024,5881.233831,18408.452079
Russell 3000®,08/23/2024,5899.156013,18464.134238
Russell 3000®,08/22/2024,5822.411699,18223.560458
Russell 3000®,08/21/2024,5874.875919,18387.396980
Russell 3000®,08/20/2024,5843.579820,18288.585411
Russell 3000®,08/19/2024,5860.519728,18341.069984
Russell 3000®,08/16/2024,5803.741841,18161.429625
Russell 3000®,08/15/2024,5792.159591,18122.636689
Russell 3000®,08/14/2024,5696.477924,17818.505584
Russell 3000®,08/13/2024,5677.717145,17759.263959
Russell 3000®,08/12/2024,5583.832109,17465.401594
Russell 3000®,08/09/2024,5589.517072,17480.876304
Russell 3000®,08/08/2024,5565.286155,17403.086967
Russell 3000®,08/07/2024,5437.287441,17002.652157
Russell 3000®,08/06/2024,5481.524175,17140.457014
Russell 3000®,08/05/2024,5424.664885,16962.409814
Russell 3000®,08/02/2024,5591.872977,17484.391473
Russell 3000®,08/01/2024,5706.959625,17843.967961
Russell 3000®,07/31/2024,5794.453794,18116.843650
Russell 3000®,07/30/2024,5711.390441,17855.844347
Russell 3000®,07/29/2024,5734.928378,17929.372885
Russell 3000®,07/26/2024,5734.318924,17927.224277
Russell 3000®,07/25/2024,5668.477373,17720.258526
Russell 3000®,07/24/2024,5686.166472,17775.400103
