Index_Name,Date,Value_Without_Dividends__USD_,Value_With_Dividends__USD_
Russell 1000®,12/31/2024,6191.894686,20189.587151
Russell 1000®,12/30/2024,6217.967038,20272.234106
Russell 1000®,12/27/2024,6284.617056,20489.387725
Russell 1000®,12/26/2024,6355.301967,20718.101314
Russell 1000®,12/25/2024,6357.035717,20722.182685
Russell 1000®,12/24/2024,6357.035717,20722.182685
Russell 1000®,12/23/2024,6288.580831,20499.038643
Russell 1000®,12/20/2024,6248.239498,20366.403904
Russell 1000®,12/19/2024,6179.899801,20142.699974
Russell 1000®,12/18/2024,6185.827671,20161.940739
Russell 1000®,12/17/2024,6383.319106,20805.224470
Russell 1000®,12/16/2024,6412.497046,20899.752602
Russell 1000®,12/13/2024,6387.686863,20816.269383
Russell 1000®,12/12/2024,6390.020310,20821.162961
Russell 1000®,12/11/2024,6425.113425,20935.467650
Russell 1000®,12/10/2024,6371.228125,20759.570609
Russell 1000®,12/09/2024,6395.300766,20837.500009
Russell 1000®,12/06/2024,6440.379745,20981.588459
Russell 1000®,12/05/2024,6421.750445,20918.574440
Russell 1000®,12/04/2024,6437.907119,20970.069455
Russell 1000®,12/03/2024,6393.779047,20825.926998
Russell 1000®,12/02/2024,6390.478422,20814.770030
Russell 1000®,11/29/2024,6377.062458,20768.609411
Russell 1000®,11/28/2024,6344.745015,20661.212207
Russell 1000®,11/27/2024,6344.745015,20661.212207
Russell 1000®,11/26/2024,6368.109721,20736.080184
Russell 1000®,11/25/2024,6338.129461,20637.129757
Russell 1000®,11/22/2024,6313.492056,20556.735940
Russell 1000®,11/21/2024,6283.774146,20459.109901
Russell 1000®,11/20/2024,6244.382446,20327.964280
Russell 1000®,11/19/2024,6240.982933,20316.287017
Russell 1000®,11/18/2024,6213.828490,20227.612558
Russell 1000®,11/15/2024,6188.121711,20140.897862
Russell 1000®,11/14/2024,6270.478341,20406.078830
Russell 1000®,11/13/2024,6311.297061,20536.502184
Russell 1000®,11/12/2024,6312.062427,20538.131785
Russell 1000®,11/11/2024,6332.352231,20602.882629
Russell 1000®,11/08/2024,6316.387853,20550.941076
Russell 1000®,11/07/2024,6290.949340,20464.058442
Russell 1000®,11/06/2024,6244.401554,20312.160386
Russell 1000®,11/05/2024,6083.061579,19787.268808
Russell 1000®,11/04/2024,6006.855027,19539.137300
Russell 1000®,11/01/2024,6022.393081,19588.692246
Russell 1000®,10/31/2024,5999.199192,19512.419743
Russell 1000®,10/30/2024,6109.433739,19869.462743
Russell 1000®,10/29/2024,6127.378216,19927.717900
Russell 1000®,10/28/2024,6117.091722,19894.254419
Russell 1000®,10/25/2024,6096.918570,19828.402607
Russell 1000®,10/24/2024,6101.258439,19842.320367
Russell 1000®,10/23/2024,6086.693457,19794.941561
Russell 1000®,10/22/2024,6141.669126,19973.398642
Russell 1000®,10/21/2024,6146.896673,19990.320443
Russell 1000®,10/18/2024,6162.434041,20040.133423
Russell 1000®,10/17/2024,6137.926185,19959.297067
Russell 1000®,10/16/2024,6138.922755,19962.342736
Russell 1000®,10/15/2024,6109.165335,19865.308585
Russell 1000®,10/14/2024,6152.869205,20005.833782
Russell 1000®,10/11/2024,6106.916154,19856.419084
Russell 1000®,10/10/2024,6064.944494,19719.719640
Russell 1000®,10/09/2024,6076.562193,19754.695444
Russell 1000®,10/08/2024,6033.439969,19613.950290
Russell 1000®,10/07/2024,5979.407375,19438.188740
Russell 1000®,10/04/2024,6036.803615,19624.545126
Russell 1000®,10/03/2024,5980.492189,19439.238722
Russell 1000®,10/02/2024,5991.700891,19475.601194
Russell 1000®,10/01/2024,5990.774947,19471.459127
Russell 1000®,09/30/2024,6045.819642,19649.716250
Russell 1000®,09/27/2024,6022.780070,19572.633727
Russell 1000®,09/26/2024,6029.018911,19592.216936
Russell 1000®,09/25/2024,6003.826590,19509.251129
Russell 1000®,09/24/2024,6018.437056,19556.635306
Russell 1000®,09/23/2024,6003.830619,19509.077763
Russell 1000®,09/20/2024,5986.542162,19452.797646
Russell 1000®,09/19/2024,5999.217574,19493.771972
Russell 1000®,09/18/2024,5898.039144,19163.955572
Russell 1000®,09/17/2024,5913.161500,19212.738486
Russell 1000®,09/16/2024,5909.823047,19201.500640
Russell 1000®,09/13/2024,5899.510253,19164.192284
Russell 1000®,09/12/2024,5863.683463,19044.487439
Russell 1000®,09/11/2024,5819.171982,18899.683366
Russell 1000®,09/10/2024,5758.627292,18702.820947
Russell 1000®,09/09/2024,5734.868708,18625.168460
Russell 1000®,09/06/2024,5671.005769,18415.953487
Russell 1000®,09/05/2024,5770.105400,18735.564698
Russell 1000®,09/04/2024,5788.399060,18794.266328
Russell 1000®,09/03/2024,5798.859690,18827.481462
Russell 1000®,09/02/2024,5926.004282,19238.365824
Russell 1000®,08/30/2024,5926.004282,19238.365824
Russell 1000®,08/29/2024,5867.674853,19046.323525
Russell 1000®,08/28/2024,5864.313594,19034.529638
Russell 1000®,08/27/2024,5900.654387,19152.368873
Russell 1000®,08/26/2024,5893.057722,19126.306934
Russell 1000®,08/23/2024,5911.825099,19186.808167
Russell 1000®,08/22/2024,5840.302831,18954.345575
Russell 1000®,08/21/2024,5892.772097,19124.299996
Russell 1000®,08/20/2024,5863.654925,19028.871755
Russell 1000®,08/19/2024,5878.067140,19075.086061
Russell 1000®,08/16/2024,5821.739337,18890.281235
Russell 1000®,08/15/2024,5810.416127,18850.874835
Russell 1000®,08/14/2024,5716.583092,18541.389425
Russell 1000®,08/13/2024,5695.353334,18471.984527
Russell 1000®,08/12/2024,5600.968773,18165.677096
