Index_Name,Date,Value_Without_Dividends__USD_,Value_With_Dividends__USD_
Russell 2000®,01/31/2025,5685.491869,12376.275296
Russell 2000®,01/30/2025,5734.596334,12482.291974
Russell 2000®,01/29/2025,5674.066452,12350.516458
Russell 2000®,01/28/2025,5688.398042,12381.372132
Russell 2000®,01/27/2025,5676.374071,12355.132325
Russell 2000®,01/24/2025,5735.310313,12483.322830
Russell 2000®,01/23/2025,5752.356111,12520.062785
Russell 2000®,01/22/2025,5725.320644,12461.080075
Russell 2000®,01/21/2025,5760.734527,12538.144320
Russell 2000®,01/20/2025,5656.139849,12310.461443
Russell 2000®,01/17/2025,5656.139849,12310.461443
Russell 2000®,01/16/2025,5633.549246,12261.013640
Russell 2000®,01/15/2025,5624.856532,12241.913578
Russell 2000®,01/14/2025,5515.361685,12003.166603
Russell 2000®,01/13/2025,5453.645679,11868.780630
Russell 2000®,01/10/2025,5440.795168,11840.467567
Russell 2000®,01/09/2025,5564.389696,12108.809885
Russell 2000®,01/08/2025,5564.389696,12108.809885
Russell 2000®,01/07/2025,5591.330239,12167.258395
Russell 2000®,01/06/2025,5633.183955,12258.312484
Russell 2000®,01/03/2025,5637.721168,12268.086745
Russell 2000®,01/02/2025,5546.257441,12068.671308
Russell 2000®,01/01/2025,5542.504751,12060.069983
Russell 2000®,12/31/2024,5542.504751,12060.069983

